,char,unicode
353,魁,0x9b41
354,晦,0x6666
355,械,0x68b0
356,海,0x6d77
357,灰,0x7070
358,界,0x754c
359,皆,0x7686
360,絵,0x7d75
361,芥,0x82a5
362,蟹,0x87f9
363,開,0x958b
364,階,0x968e
365,貝,0x8c9d
366,凱,0x51f1
367,劾,0x52be
368,外,0x5916
369,咳,0x54b3
370,害,0x5bb3
371,崖,0x5d16
372,慨,0x6168
373,概,0x6982
374,涯,0x6daf
375,碍,0x788d
376,蓋,0x84cb
377,街,0x8857
378,該,0x8a72
379,鎧,0x93a7
380,骸,0x9ab8
381,浬,0x6d6c
382,馨,0x99a8
383,蛙,0x86d9
384,垣,0x57a3
385,柿,0x67ff
386,蛎,0x86ce
387,鈎,0x920e
388,劃,0x5283
389,嚇,0x5687
390,各,0x5404
391,廓,0x5ed3
392,拡,0x62e1
393,撹,0x64b9
394,格,0x683c
395,核,0x6838
396,殻,0x6bbb
397,獲,0x7372
398,確,0x78ba
399,穫,0x7a6b
400,覚,0x899a
401,角,0x89d2
402,赫,0x8d6b
403,較,0x8f03
404,郭,0x90ed
405,閣,0x95a3
406,隔,0x9694
407,革,0x9769
408,学,0x5b66
409,岳,0x5cb3
410,楽,0x697d
411,額,0x984d
412,顎,0x984e
413,掛,0x639b
414,笠,0x7b20
415,樫,0x6a2b
416,橿,0x6a7f
417,梶,0x68b6
418,鰍,0x9c0d
419,潟,0x6f5f
420,割,0x5272
421,喝,0x559d
422,恰,0x6070
423,括,0x62ec
424,活,0x6d3b
425,渇,0x6e07
426,滑,0x6ed1
427,葛,0x845b
428,褐,0x8910
429,轄,0x8f44
430,且,0x4e14
431,鰹,0x9c39
432,叶,0x53f6
433,椛,0x691b
434,樺,0x6a3a
435,鞄,0x9784
436,株,0x682a
437,兜,0x515c
438,竃,0x7ac3
439,蒲,0x84b2
440,釜,0x91dc
441,鎌,0x938c
442,噛,0x565b
443,鴨,0x9d28
444,栢,0x6822
445,茅,0x8305
446,萱,0x8431
447,粥,0x7ca5
448,刈,0x5208
449,苅,0x82c5
450,瓦,0x74e6
451,乾,0x4e7e
452,侃,0x4f83
453,冠,0x51a0
454,寒,0x5bd2
455,刊,0x520a
456,勘,0x52d8
457,勧,0x52e7
458,巻,0x5dfb
459,喚,0x559a
460,堪,0x582a
461,姦,0x59e6
462,完,0x5b8c
463,官,0x5b98
464,寛,0x5bdb
465,干,0x5e72
466,幹,0x5e79
467,患,0x60a3
468,感,0x611f
469,慣,0x6163
470,憾,0x61be
471,換,0x63db
472,敢,0x6562
473,柑,0x67d1
474,桓,0x6853
475,棺,0x68fa
476,款,0x6b3e
477,歓,0x6b53
478,汗,0x6c57
479,漢,0x6f22
480,澗,0x6f97
481,潅,0x6f45
482,環,0x74b0
483,甘,0x7518
484,監,0x76e3
485,看,0x770b
486,竿,0x7aff
487,管,0x7ba1
488,簡,0x7c21
489,緩,0x7de9
490,缶,0x7f36
491,翰,0x7ff0
492,肝,0x809d
493,艦,0x8266
494,莞,0x839e
495,観,0x89b3
496,諌,0x8acc
497,貫,0x8cab
498,還,0x9084
499,鑑,0x9451
500,間,0x9593
501,閑,0x9591
502,関,0x95a2
503,陥,0x9665
504,韓,0x97d3
505,館,0x9928
506,舘,0x8218
507,丸,0x4e38
508,含,0x542b
509,岸,0x5cb8
510,巌,0x5dcc
511,玩,0x73a9
512,癌,0x764c
513,眼,0x773c
514,岩,0x5ca9
515,翫,0x7feb
516,贋,0x8d0b
517,雁,0x96c1
518,頑,0x9811
519,顔,0x9854
520,願,0x9858
521,企,0x4f01
522,伎,0x4f0e
523,危,0x5371
524,喜,0x559c
525,器,0x5668
526,基,0x57fa
527,奇,0x5947
528,嬉,0x5b09
529,寄,0x5bc4
530,岐,0x5c90
531,希,0x5e0c
532,幾,0x5e7e
533,忌,0x5fcc
534,揮,0x63ee
535,机,0x673a
536,旗,0x65d7
537,既,0x65e2
538,期,0x671f
539,棋,0x68cb
540,棄,0x68c4
541,機,0x6a5f
542,帰,0x5e30
543,毅,0x6bc5
544,気,0x6c17
545,汽,0x6c7d
546,畿,0x757f
547,祈,0x7948
548,季,0x5b63
549,稀,0x7a00
550,紀,0x7d00
551,徽,0x5fbd
552,規,0x898f
553,記,0x8a18
554,貴,0x8cb4
555,起,0x8d77
556,軌,0x8ecc
557,輝,0x8f1d
558,飢,0x98e2
559,騎,0x9a0e
560,鬼,0x9b3c
561,亀,0x4e80
562,偽,0x507d
563,儀,0x5100
564,妓,0x5993
565,宜,0x5b9c
566,戯,0x622f
567,技,0x6280
568,擬,0x64ec
569,欺,0x6b3a
570,犠,0x72a0
571,疑,0x7591
572,祇,0x7947
573,義,0x7fa9
574,蟻,0x87fb
575,誼,0x8abc
576,議,0x8b70
577,掬,0x63ac
578,菊,0x83ca
579,鞠,0x97a0
580,吉,0x5409
581,吃,0x5403
582,喫,0x55ab
583,桔,0x6854
584,橘,0x6a58
585,詰,0x8a70
586,砧,0x7827
587,杵,0x6775
588,黍,0x9ecd
589,却,0x5374
590,客,0x5ba2
591,脚,0x811a
592,虐,0x8650
593,逆,0x9006
594,丘,0x4e18
595,久,0x4e45
596,仇,0x4ec7
597,休,0x4f11
598,及,0x53ca
599,吸,0x5438
600,宮,0x5bae
601,弓,0x5f13
602,急,0x6025
603,救,0x6551
604,朽,0x673d
605,求,0x6c42
606,汲,0x6c72
607,泣,0x6ce3
608,灸,0x7078
609,球,0x7403
610,究,0x7a76
611,窮,0x7aae
612,笈,0x7b08
613,級,0x7d1a
614,糾,0x7cfe
615,給,0x7d66
616,旧,0x65e7
617,牛,0x725b
618,去,0x53bb
619,居,0x5c45
620,巨,0x5de8
621,拒,0x62d2
622,拠,0x62e0
623,挙,0x6319
624,渠,0x6e20
625,虚,0x865a
626,許,0x8a31
627,距,0x8ddd
628,鋸,0x92f8
629,漁,0x6f01
630,禦,0x79a6
631,魚,0x9b5a
632,亨,0x4ea8
633,享,0x4eab
634,京,0x4eac
635,供,0x4f9b
636,侠,0x4fa0
637,僑,0x50d1
638,兇,0x5147
639,競,0x7af6
640,共,0x5171
641,凶,0x51f6
642,協,0x5354
643,匡,0x5321
644,卿,0x537f
645,叫,0x53eb
646,喬,0x55ac
647,境,0x5883
648,峡,0x5ce1
649,強,0x5f37
650,彊,0x5f4a
651,怯,0x602f
652,恐,0x6050
653,恭,0x606d
654,挟,0x631f
655,教,0x6559
656,橋,0x6a4b
657,況,0x6cc1
658,狂,0x72c2
659,狭,0x72ed
660,矯,0x77ef
661,胸,0x80f8
662,脅,0x8105
663,興,0x8208
664,蕎,0x854e
665,郷,0x90f7
666,鏡,0x93e1
667,響,0x97ff
668,饗,0x9957
669,驚,0x9a5a
670,仰,0x4ef0
671,凝,0x51dd
672,尭,0x5c2d
673,暁,0x6681
674,業,0x696d
675,局,0x5c40
676,曲,0x66f2
677,極,0x6975
678,玉,0x7389
679,桐,0x6850
680,粁,0x7c81
681,僅,0x50c5
682,勤,0x52e4
683,均,0x5747
684,巾,0x5dfe
685,錦,0x9326
686,斤,0x65a4
687,欣,0x6b23
688,欽,0x6b3d
689,琴,0x7434
690,禁,0x7981
691,禽,0x79bd
692,筋,0x7b4b
693,緊,0x7dca
694,芹,0x82b9
695,菌,0x83cc
696,衿,0x887f
697,襟,0x895f
698,謹,0x8b39
699,近,0x8fd1
700,金,0x91d1
701,吟,0x541f
702,銀,0x9280
703,九,0x4e5d
704,倶,0x5036
705,句,0x53e5
706,区,0x533a
707,狗,0x72d7
708,玖,0x7396
709,矩,0x77e9
710,苦,0x82e6
711,躯,0x8eaf
712,駆,0x99c6
713,駈,0x99c8
714,駒,0x99d2
715,具,0x5177
716,愚,0x611a
717,虞,0x865e
718,喰,0x55b0
719,空,0x7a7a
720,偶,0x5076
721,寓,0x5bd3
722,遇,0x9047
723,隅,0x9685
724,串,0x4e32
725,櫛,0x6adb
726,釧,0x91e7
727,屑,0x5c51
728,屈,0x5c48
729,掘,0x6398
730,窟,0x7a9f
731,沓,0x6c93
732,靴,0x9774
733,轡,0x8f61
734,窪,0x7aaa
735,熊,0x718a
736,隈,0x9688
737,粂,0x7c82
738,栗,0x6817
739,繰,0x7e70
740,桑,0x6851
741,鍬,0x936c
742,勲,0x52f2
743,君,0x541b
744,薫,0x85ab
745,訓,0x8a13
746,群,0x7fa4
747,軍,0x8ecd
748,郡,0x90e1
749,卦,0x5366
750,袈,0x8888
751,祁,0x7941
752,係,0x4fc2
753,傾,0x50be
754,刑,0x5211
755,兄,0x5144
756,啓,0x5553
757,圭,0x572d
758,珪,0x73ea
759,型,0x578b
760,契,0x5951
761,形,0x5f62
762,径,0x5f84
763,恵,0x6075
764,慶,0x6176
765,慧,0x6167
766,憩,0x61a9
767,掲,0x63b2
768,携,0x643a
769,敬,0x656c
770,景,0x666f
771,桂,0x6842
772,渓,0x6e13
773,畦,0x7566
774,稽,0x7a3d
775,系,0x7cfb
776,経,0x7d4c
777,継,0x7d99
778,繋,0x7e4b
779,罫,0x7f6b
780,茎,0x830e
781,荊,0x834a
782,蛍,0x86cd
783,計,0x8a08
784,詣,0x8a63
785,警,0x8b66
786,軽,0x8efd
787,頚,0x981a
788,鶏,0x9d8f
789,芸,0x82b8
790,迎,0x8fce
791,鯨,0x9be8
792,劇,0x5287
793,戟,0x621f
794,撃,0x6483
795,激,0x6fc0
796,隙,0x9699
797,桁,0x6841
798,傑,0x5091
799,欠,0x6b20
800,決,0x6c7a
801,潔,0x6f54
802,穴,0x7a74
803,結,0x7d50
804,血,0x8840
805,訣,0x8a23
806,月,0x6708
807,件,0x4ef6
808,倹,0x5039
809,倦,0x5026
810,健,0x5065
811,兼,0x517c
812,券,0x5238
813,剣,0x5263
814,喧,0x55a7
815,圏,0x570f
816,堅,0x5805
817,嫌,0x5acc
818,建,0x5efa
819,憲,0x61b2
820,懸,0x61f8
821,拳,0x62f3
822,捲,0x6372
823,検,0x691c
824,権,0x6a29
825,牽,0x727d
826,犬,0x72ac
827,献,0x732e
828,研,0x7814
829,硯,0x786f
830,絹,0x7d79
831,県,0x770c
832,肩,0x80a9
833,見,0x898b
834,謙,0x8b19
835,賢,0x8ce2
836,軒,0x8ed2
837,遣,0x9063
838,鍵,0x9375
839,険,0x967a
840,顕,0x9855
841,験,0x9a13
842,鹸,0x9e78
843,元,0x5143
844,原,0x539f
845,厳,0x53b3
846,幻,0x5e7b
847,弦,0x5f26
848,減,0x6e1b
849,源,0x6e90
850,玄,0x7384
851,現,0x73fe
852,絃,0x7d43
853,舷,0x8237
854,言,0x8a00
855,諺,0x8afa
856,限,0x9650
857,乎,0x4e4e
858,個,0x500b
859,古,0x53e4
860,呼,0x547c
861,固,0x56fa
862,姑,0x59d1
863,孤,0x5b64
864,己,0x5df1
865,庫,0x5eab
866,弧,0x5f27
867,戸,0x6238
868,故,0x6545
869,枯,0x67af
870,湖,0x6e56
871,狐,0x72d0
872,糊,0x7cca
873,袴,0x88b4
874,股,0x80a1
875,胡,0x80e1
876,菰,0x83f0
877,虎,0x864e
878,誇,0x8a87
879,跨,0x8de8
880,鈷,0x9237
881,雇,0x96c7
882,顧,0x9867
883,鼓,0x9f13
884,五,0x4e94
885,互,0x4e92
886,伍,0x4f0d
887,午,0x5348
888,呉,0x5449
889,吾,0x543e
890,娯,0x5a2f
891,後,0x5f8c
892,御,0x5fa1
893,悟,0x609f
894,梧,0x68a7
895,檎,0x6a8e
896,瑚,0x745a
897,碁,0x7881
898,語,0x8a9e
899,誤,0x8aa4
900,護,0x8b77
901,醐,0x9190
902,乞,0x4e5e
903,鯉,0x9bc9
904,交,0x4ea4
905,佼,0x4f7c
906,侯,0x4faf
907,候,0x5019
908,倖,0x5016
909,光,0x5149
910,公,0x516c
911,功,0x529f
912,効,0x52b9
913,勾,0x52fe
914,厚,0x539a
915,口,0x53e3
916,向,0x5411
917,后,0x540e
918,喉,0x5589
919,坑,0x5751
920,垢,0x57a2
921,好,0x597d
922,孔,0x5b54
923,孝,0x5b5d
924,宏,0x5b8f
925,工,0x5de5
926,巧,0x5de7
927,巷,0x5df7
928,幸,0x5e78
929,広,0x5e83
930,庚,0x5e9a
931,康,0x5eb7
932,弘,0x5f18
933,恒,0x6052
934,慌,0x614c
935,抗,0x6297
936,拘,0x62d8
937,控,0x63a7
938,攻,0x653b
939,昂,0x6602
940,晃,0x6643
941,更,0x66f4
942,杭,0x676d
943,校,0x6821
944,梗,0x6897
945,構,0x69cb
946,江,0x6c5f
947,洪,0x6d2a
948,浩,0x6d69
949,港,0x6e2f
950,溝,0x6e9d
951,甲,0x7532
952,皇,0x7687
953,硬,0x786c
954,稿,0x7a3f
955,糠,0x7ce0
956,紅,0x7d05
957,紘,0x7d18
958,絞,0x7d5e
959,綱,0x7db1
960,耕,0x8015
961,考,0x8003
962,肯,0x80af
963,肱,0x80b1
964,腔,0x8154
965,膏,0x818f
966,航,0x822a
967,荒,0x8352
968,行,0x884c
969,衡,0x8861
970,講,0x8b1b
971,貢,0x8ca2
972,購,0x8cfc
973,郊,0x90ca
974,酵,0x9175
975,鉱,0x9271
976,砿,0x783f
977,鋼,0x92fc
978,閤,0x95a4
979,降,0x964d
980,項,0x9805
981,香,0x9999
982,高,0x9ad8
983,鴻,0x9d3b
984,剛,0x525b
985,劫,0x52ab
986,号,0x53f7
987,合,0x5408
988,壕,0x58d5
989,拷,0x62f7
990,濠,0x6fe0
991,豪,0x8c6a
992,轟,0x8f5f
993,麹,0x9eb9
994,克,0x514b
995,刻,0x523b
996,告,0x544a
997,国,0x56fd
998,穀,0x7a40
999,酷,0x9177
1000,鵠,0x9d60
1001,黒,0x9ed2
1002,獄,0x7344
1003,漉,0x6f09
1004,腰,0x8170
1005,甑,0x7511
1006,忽,0x5ffd
1007,惚,0x60da
1008,骨,0x9aa8
1009,狛,0x72db
1010,込,0x8fbc
1011,此,0x6b64
1012,頃,0x9803
1013,今,0x4eca
1014,困,0x56f0
1015,坤,0x5764
1016,墾,0x58be
1017,婚,0x5a5a
1018,恨,0x6068
1019,懇,0x61c7
1020,昏,0x660f
1021,昆,0x6606
1022,根,0x6839
1023,梱,0x68b1
1024,混,0x6df7
1025,痕,0x75d5
1026,紺,0x7d3a
1027,艮,0x826e
1028,魂,0x9b42
1029,些,0x4e9b
1030,佐,0x4f50
1031,叉,0x53c9
1032,唆,0x5506
1033,嵯,0x5d6f
1034,左,0x5de6
1035,差,0x5dee
1036,査,0x67fb
1037,沙,0x6c99
1038,瑳,0x7473
1039,砂,0x7802
1040,詐,0x8a50
1041,鎖,0x9396
1042,裟,0x88df
1043,坐,0x5750
1044,座,0x5ea7
1045,挫,0x632b
1046,債,0x50b5
1047,催,0x50ac
1048,再,0x518d
1049,最,0x6700
1050,哉,0x54c9
1051,塞,0x585e
1052,妻,0x59bb
1053,宰,0x5bb0
1054,彩,0x5f69
1055,才,0x624d
1056,採,0x63a1
1057,栽,0x683d
1058,歳,0x6b73
1059,済,0x6e08
1060,災,0x707d
1061,采,0x91c7
1062,犀,0x7280
1063,砕,0x7815
1064,砦,0x7826
1065,祭,0x796d
1066,斎,0x658e
1067,細,0x7d30
1068,菜,0x83dc
1069,裁,0x88c1
1070,載,0x8f09
1071,際,0x969b
1072,剤,0x5264
1073,在,0x5728
1074,材,0x6750
1075,罪,0x7f6a
1076,財,0x8ca1
1077,冴,0x51b4
1078,坂,0x5742
1079,阪,0x962a
1080,堺,0x583a
1081,榊,0x698a
1082,肴,0x80b4
1083,咲,0x54b2
1084,崎,0x5d0e
1085,埼,0x57fc
1086,碕,0x7895
1087,鷺,0x9dfa
1088,作,0x4f5c
1089,削,0x524a
1090,咋,0x548b
1091,搾,0x643e
1092,昨,0x6628
1093,朔,0x6714
1094,柵,0x67f5
1095,窄,0x7a84
1096,策,0x7b56
1097,索,0x7d22
1098,錯,0x932f
1099,桜,0x685c
1100,鮭,0x9bad
1101,笹,0x7b39
1102,匙,0x5319
1103,冊,0x518a
1104,刷,0x5237
1105,察,0x5bdf
1106,拶,0x62f6
1107,撮,0x64ae
1108,擦,0x64e6
1109,札,0x672d
1110,殺,0x6bba
1111,薩,0x85a9
1112,雑,0x96d1
1113,皐,0x7690
1114,鯖,0x9bd6
1115,捌,0x634c
1116,錆,0x9306
1117,鮫,0x9bab
1118,皿,0x76bf
1119,晒,0x6652
1120,三,0x4e09
1121,傘,0x5098
1122,参,0x53c2
1123,山,0x5c71
1124,惨,0x60e8
1125,撒,0x6492
1126,散,0x6563
1127,桟,0x685f
1128,燦,0x71e6
1129,珊,0x73ca
1130,産,0x7523
1131,算,0x7b97
1132,纂,0x7e82
1133,蚕,0x8695
1134,讃,0x8b83
1135,賛,0x8cdb
1136,酸,0x9178
1137,餐,0x9910
1138,斬,0x65ac
1139,暫,0x66ab
1140,残,0x6b8b
1141,仕,0x4ed5
1142,仔,0x4ed4
1143,伺,0x4f3a
1144,使,0x4f7f
1145,刺,0x523a
1146,司,0x53f8
1147,史,0x53f2
1148,嗣,0x55e3
1149,四,0x56db
1150,士,0x58eb
1151,始,0x59cb
1152,姉,0x59c9
1153,姿,0x59ff
1154,子,0x5b50
1155,屍,0x5c4d
1156,市,0x5e02
1157,師,0x5e2b
1158,志,0x5fd7
1159,思,0x601d
1160,指,0x6307
1161,支,0x652f
1162,孜,0x5b5c
1163,斯,0x65af
1164,施,0x65bd
1165,旨,0x65e8
1166,枝,0x679d
1167,止,0x6b62
1168,死,0x6b7b
1169,氏,0x6c0f
1170,獅,0x7345
1171,祉,0x7949
1172,私,0x79c1
1173,糸,0x7cf8
1174,紙,0x7d19
1175,紫,0x7d2b
1176,肢,0x80a2
1177,脂,0x8102
1178,至,0x81f3
1179,視,0x8996
1180,詞,0x8a5e
1181,詩,0x8a69
1182,試,0x8a66
1183,誌,0x8a8c
1184,諮,0x8aee
1185,資,0x8cc7
1186,賜,0x8cdc
1187,雌,0x96cc
1188,飼,0x98fc
1189,歯,0x6b6f
1190,事,0x4e8b
1191,似,0x4f3c
1192,侍,0x4f8d
1193,児,0x5150
1194,字,0x5b57
1195,寺,0x5bfa
1196,慈,0x6148
1197,持,0x6301
1198,時,0x6642
1199,次,0x6b21
1200,滋,0x6ecb
1201,治,0x6cbb
1202,爾,0x723e
1203,璽,0x74bd
1204,痔,0x75d4
1205,磁,0x78c1
1206,示,0x793a
1207,而,0x800c
1208,耳,0x8033
1209,自,0x81ea
1210,蒔,0x8494
1211,辞,0x8f9e
1212,汐,0x6c50
1213,鹿,0x9e7f
1214,式,0x5f0f
1215,識,0x8b58
1216,鴫,0x9d2b
1217,竺,0x7afa
1218,軸,0x8ef8
1219,宍,0x5b8d
1220,雫,0x96eb
1221,七,0x4e03
1222,叱,0x53f1
1223,執,0x57f7
1224,失,0x5931
1225,嫉,0x5ac9
1226,室,0x5ba4
1227,悉,0x6089
1228,湿,0x6e7f
1229,漆,0x6f06
1230,疾,0x75be
1231,質,0x8cea
1232,実,0x5b9f
1233,蔀,0x8500
1234,篠,0x7be0
1235,偲,0x5072
1236,柴,0x67f4
1237,芝,0x829d
1238,屡,0x5c61
1239,蕊,0x854a
1240,縞,0x7e1e
1241,舎,0x820e
1242,写,0x5199
1243,射,0x5c04
1244,捨,0x6368
1245,赦,0x8d66
1246,斜,0x659c
1247,煮,0x716e
1248,社,0x793e
1249,紗,0x7d17
1250,者,0x8005
1251,謝,0x8b1d
1252,車,0x8eca
1253,遮,0x906e
1254,蛇,0x86c7
1255,邪,0x90aa
1256,借,0x501f
1257,勺,0x52fa
1258,尺,0x5c3a
1259,杓,0x6753
1260,灼,0x707c
1261,爵,0x7235
1262,酌,0x914c
1263,釈,0x91c8
1264,錫,0x932b
1265,若,0x82e5
1266,寂,0x5bc2
1267,弱,0x5f31
1268,惹,0x60f9
1269,主,0x4e3b
1270,取,0x53d6
1271,守,0x5b88
1272,手,0x624b
1273,朱,0x6731
1274,殊,0x6b8a
1275,狩,0x72e9
1276,珠,0x73e0
1277,種,0x7a2e
1278,腫,0x816b
1279,趣,0x8da3
1280,酒,0x9152
1281,首,0x9996
1282,儒,0x5112
1283,受,0x53d7
1284,呪,0x546a
1285,寿,0x5bff
1286,授,0x6388
1287,樹,0x6a39
1288,綬,0x7dac
1289,需,0x9700
1290,囚,0x56da
1291,収,0x53ce
1292,周,0x5468
1293,宗,0x5b97
1294,就,0x5c31
1295,州,0x5dde
1296,修,0x4fee
1297,愁,0x6101
